samples	OTU1	OTU10	OTU106	OTU107	OTU11	OTU116	OTU12	OTU13	OTU135	OTU14	OTU140	OTU15	OTU151	OTU16	OTU161	OTU169	OTU17	OTU18	OTU19	OTU2	OTU20	OTU207	OTU21	OTU22	OTU224	OTU23	OTU24	OTU25	OTU26	OTU27	OTU28	OTU284	OTU29	OTU3	OTU30	OTU31	OTU32	OTU33	OTU34	OTU35	OTU36	OTU37	OTU38	OTU39	OTU4	OTU40	OTU401	OTU41	OTU42	OTU43	OTU432	OTU44	OTU45	OTU46	OTU47	OTU48	OTU49	OTU5	OTU50	OTU51	OTU52	OTU53	OTU54	OTU55	OTU552	OTU56	OTU57	OTU58	OTU59	OTU6	OTU60	OTU61	OTU62	OTU63	OTU64	OTU65	OTU66	OTU67	OTU68	OTU69	OTU7	OTU70	OTU71	OTU711	OTU72	OTU73	OTU74	OTU75	OTU76	OTU77	OTU79	OTU8	OTU80	OTU82	OTU83	OTU85	OTU9	OTU92	OTU98	OTU99
M1W6	-0.608404968	-0.608404968	-0.608404968	4.024557236	5.840340573	2.135363316	5.730991872	6.370486339	3.872026228	-0.608404968	-0.608404968	-0.608404968	-0.608404968	-0.608404968	4.590092064	-0.608404968	6.2652293	4.747752399	-0.608404968	6.149689537	4.109281886	1.256379637	4.7128296	4.876391966	4.216995439	6.011789444	5.22347751	4.202300097	3.892414294	4.658046392	1.504559266	4.495334217	5.310244477	5.740575079	2.909901822	5.674880801	-0.608404968	-0.608404968	2.733492672	4.059313123	4.461642092	2.010979596	5.559873573	3.892414294	7.159974564	4.076248329	-0.608404968	3.531839583	-0.608404968	4.076248329	-0.608404968	-0.608404968	3.502468896	-0.608404968	1.703229961	4.600087149	4.85349894	5.438537289	-0.608404968	3.95119713	4.024557236	5.608201133	-0.608404968	3.148557854	-0.608404968	4.402836203	3.148557854	4.527928086	4.076248329	-0.608404968	-0.608404968	4.906122881	-0.608404968	1.504559266	1.868897083	-0.608404968	-0.608404968	-0.608404968	-0.608404968	1.868897083	3.05980785	3.105167099	-0.608404968	-0.608404968	-0.608404968	-0.608404968	1.256379637	3.786044187	3.786044187	3.012292974	-0.608404968	5.25496791	-0.608404968	2.345557893	1.703229961	6.166442101	6.02622839	3.375515777	5.074246725	3.472209402
M9W6	-0.396586167	5.174876302	-0.396586167	2.730971499	-0.396586167	-0.396586167	4.42881424	6.872713997	3.620615519	3.007636936	-0.396586167	-0.396586167	-0.396586167	-0.396586167	2.730971499	-0.396586167	-0.396586167	-0.396586167	-0.396586167	3.853206934	-0.396586167	-0.396586167	4.304720304	4.993315438	-0.396586167	3.007636936	2.347182117	5.103186711	2.557376694	5.619792698	-0.396586167	-0.396586167	2.457791988	7.361747301	2.347182117	5.94601529	-0.396586167	-0.396586167	-0.396586167	-0.396586167	5.340279343	-0.396586167	-0.396586167	6.008041058	7.939106948	-0.396586167	2.080715883	-0.396586167	7.050900191	-0.396586167	-0.396586167	-0.396586167	-0.396586167	6.630244242	4.163015931	-0.396586167	6.568665852	-0.396586167	1.915048762	-0.396586167	-0.396586167	-0.396586167	4.879206689	-0.396586167	-0.396586167	-0.396586167	-0.396586167	3.997862988	5.610885936	6.057897447	-0.396586167	7.581849456	-0.396586167	-0.396586167	-0.396586167	-0.396586167	2.347182117	-0.396586167	-0.396586167	-0.396586167	1.468198437	-0.396586167	-0.396586167	-0.396586167	-0.396586167	-0.396586167	-0.396586167	-0.396586167	-0.396586167	5.402781932	-0.396586167	5.531793348	-0.396586167	-0.396586167	-0.396586167	3.066304784	-0.396586167	-0.396586167	-0.396586167	-0.396586167
M11W6	6.024511937	6.850911294	3.331692765	-0.65222798	3.980734224	3.364973707	-0.65222798	4.953239806	2.86607881	1.212556625	1.212556625	-0.65222798	-0.65222798	-0.65222798	2.86607881	-0.65222798	6.475830457	-0.65222798	-0.65222798	6.001338615	5.767322669	2.551995569	5.538646138	4.973101432	1.659406949	4.770316263	4.712472796	4.494737816	1.212556625	3.39718261	5.017966374	4.939776123	4.334487131	6.384240284	3.261611557	2.918584308	2.091540304	-0.65222798	-0.65222798	4.18765494	5.955772646	-0.65222798	-0.65222798	4.429176385	-0.65222798	3.571282399	1.212556625	5.236649979	-0.65222798	-0.65222798	-0.65222798	-0.65222798	4.641990087	-0.65222798	-0.65222798	3.488016571	4.762254954	-0.65222798	-0.65222798	4.51567003	3.331692765	-0.65222798	-0.65222798	5.900279908	-0.65222798	-0.65222798	4.097436019	2.810662971	3.488016571	7.007414975	4.382952097	3.888161232	-0.65222798	3.186246338	4.27040371	-0.65222798	-0.65222798	-0.65222798	3.742221175	-0.65222798	2.475329687	2.623200015	-0.65222798	4.575959506	-0.65222798	-0.65222798	-0.65222798	3.848591282	-0.65222798	-0.65222798	4.854949597	5.473250798	-0.65222798	-0.65222798	3.544290207	4.695312358	3.719518725	2.091540304	-0.65222798	4.309344386
M17W6	7.054793627	-0.604849327	3.618661052	4.661602032	-0.604849327	2.599374221	4.825691759	6.07873915	-0.604849327	4.95967108	3.308990209	-0.604849327	-0.604849327	-0.604849327	2.522708339	2.858041624	-0.604849327	-0.604849327	-0.604849327	7.468071776	-0.604849327	5.303974443	4.980354341	5.200011782	-0.604849327	2.014535237	3.719885195	3.992105386	6.096775937	4.973507344	-0.604849327	-0.604849327	3.10872274	-0.604849327	3.23362499	3.973603471	-0.604849327	-0.604849327	-0.604849327	5.897122611	5.931974014	2.014535237	-0.604849327	4.841496118	-0.604849327	4.633042262	4.498889858	4.785052278	-0.604849327	-0.604849327	7.184078091	-0.604849327	-0.604849327	2.439673111	2.799373775	-0.604849327	3.193699528	2.349113534	3.895969934	-0.604849327	-0.604849327	-0.604849327	1.259935277	-0.604849327	-0.604849327	-0.604849327	2.522708339	5.210908103	1.508114907	-0.604849327	-0.604849327	-0.604849327	-0.604849327	-0.604849327	3.23362499	-0.604849327	3.535395224	6.245950726	-0.604849327	4.01027119	4.857054581	-0.604849327	-0.604849327	-0.604849327	-0.604849327	5.200011782	-0.604849327	-0.604849327	3.875581868	-0.604849327	-0.604849327	6.771260495	-0.604849327	1.508114907	1.706785601	3.272017421	5.85818013	-0.604849327	-0.604849327	4.249309352
M24W6	3.255214242	5.84137695	3.09191956	4.425285494	4.079653964	4.58683961	6.964182461	4.997100097	2.999045435	4.892875342	-0.621652507	-0.621652507	-0.621652507	-0.621652507	3.678720274	3.937949591	6.130086717	-0.621652507	-0.621652507	5.538979275	4.189052558	3.09191956	3.427758083	5.654820086	4.246581	-0.621652507	5.580330778	3.216821811	5.429580681	4.448394553	4.576844524	5.442344096	3.703082015	5.37230892	3.362268238	4.977106096	-0.621652507	-0.621652507	3.135310314	5.115213003	5.665022521	3.794995118	-0.621652507	4.566748528	6.865317449	4.58683961	1.855649544	3.489221357	-0.621652507	-0.621652507	-0.621652507	-0.621652507	4.743048269	2.896654283	5.612936456	5.194104923	4.870660433	-0.621652507	2.332310354	3.255214242	4.011309696	-0.621652507	-0.621652507	-0.621652507	-0.621652507	-0.621652507	5.097466308	5.073303248	3.899147439	-0.621652507	-0.621652507	2.896654283	-0.621652507	4.389588664	2.653775488	-0.621652507	2.332310354	-0.621652507	4.2037479	1.855649544	5.085457758	2.332310354	-0.621652507	5.538979275	-0.621652507	-0.621652507	-0.621652507	2.232725648	-0.621652507	-0.621652507	-0.621652507	4.824692938	-0.621652507	3.816711498	3.39554918	4.800891736	3.04656031	-0.621652507	-0.621652507	3.99346801
F6	5.167055274	4.615845898	3.517999306	-0.853747398	3.023119351	2.766950544	6.21419227	4.791056826	2.859824669	1.259216836	3.971653009	-0.853747398	-0.853747398	5.746864941	1.457887531	2.550475705	5.971712639	-0.853747398	-0.853747398	4.668077091	3.540701757	2.35047615	5.439671881	4.900555345	-0.853747398	4.703782418	2.609143553	2.944801457	-0.853747398	4.912013506	4.238886732	3.796743738	5.314531143	5.698760489	4.668077091	4.972788903	-0.853747398	-0.853747398	1.765637166	-0.853747398	4.653430179	3.163454289	-0.853747398	3.315029759	-0.853747398	5.167055274	2.19077504	4.791056826	-0.853747398	4.717715072	-0.853747398	3.686641814	5.00962548	1.259216836	3.796743738	2.35047615	2.273810269	4.803832471	2.903215424	2.19077504	4.227656967	3.446625384	-0.853747398	-0.853747398	-0.853747398	-0.853747398	5.117282504	4.249991787	4.04205505	-0.853747398	-0.853747398	4.260974874	-0.853747398	3.605871392	-0.853747398	-0.853747398	-0.853747398	2.488150242	3.813970693	3.130173347	4.282585656	3.130173347	4.412703962	-0.853747398	-0.853747398	-0.853747398	3.779214806	4.216299662	2.859824669	-0.853747398	6.406647421	5.089051978	-0.853747398	1.623554653	3.863939456	2.35047615	5.153724706	3.095746539	5.439671881	3.761373119
F12	3.187724869	3.33866995	-0.610823986	-0.610823986	-0.610823986	-0.610823986	6.186608993	5.709126446	3.529420565	3.4063777	3.557953171	-0.610823986	-0.610823986	5.849364963	1.866478064	-0.610823986	5.695948854	-0.610823986	-0.610823986	6.52883635	4.827650501	4.447735296	6.023809371	5.387661312	-0.610823986	4.903703862	4.646197789	4.324957136	4.284978461	4.770747708	4.866400022	-0.610823986	4.07382931	5.549807796	5.461591946	4.492915199	-0.610823986	-0.610823986	3.30301555	-0.610823986	4.881488954	3.4063777	-0.610823986	3.664578709	6.65720883	4.803658947	1.700810942	4.74533338	-0.610823986	-0.610823986	4.090482484	-0.610823986	4.557074023	-0.610823986	5.040388462	-0.610823986	2.664604008	1.502140247	-0.610823986	5.787770948	4.811720256	-0.610823986	-0.610823986	-0.610823986	-0.610823986	-0.610823986	-0.610823986	4.587673045	5.331975389	-0.610823986	-0.610823986	4.577577048	-0.610823986	4.229058933	5.143478757	3.4063777	-0.610823986	-0.610823986	3.805823638	3.266042762	6.143038155	3.146138835	-0.610823986	-0.610823986	-0.610823986	3.929565225	-0.610823986	2.664604008	-0.610823986	-0.610823986	-0.610823986	5.572574858	4.470580379	-0.610823986	-0.610823986	3.227650331	5.857862394	-0.610823986	-0.610823986	3.737692869
F15	1.323252912	-0.541531692	3.335335057	5.707214294	4.705970735	3.896832313	6.544826116	5.892722941	3.852917463	-0.541531692	4.896942796	-0.541531692	-0.541531692	-0.541531692	3.806985164	-0.541531692	5.509701496	-0.541531692	-0.541531692	7.274885292	5.401267683	3.806985164	5.518228514	5.42484812	-0.541531692	2.502990746	5.35237014	5.634335578	4.340581288	4.254258854	-0.541531692	3.733871003	-0.541531692	-0.541531692	5.300958151	3.475669994	-0.541531692	-0.541531692	-0.541531692	4.848369913	5.816940595	-0.541531692	-0.541531692	4.840040003	-0.541531692	5.241173983	3.372307844	5.386847823	-0.541531692	-0.541531692	-0.541531692	-0.541531692	3.758841089	2.662691856	1.571432542	5.841821368	-0.541531692	6.097868687	4.192271546	4.752686375	2.733896302	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	1.571432542	5.522464911	4.715490083	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	2.662691856	-0.541531692	-0.541531692	5.00895832	5.165578573	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	-0.541531692	6.765060718	-0.541531692	4.126186399	-0.541531692	3.257017163	5.555725096	-0.541531692	-0.541531692	-0.541531692
F26	5.65425315	-0.822859063	3.015615255	1.654442988	4.94290184	-0.822859063	4.706209209	3.657572133	1.041925541	4.072943385	-0.822859063	-0.822859063	-0.822859063	2.452568932	2.452568932	3.571590092	5.404575514	5.353008207	-0.822859063	5.37173184	4.138713303	2.131103798	4.424643364	4.654364945	-0.822859063	6.277093093	5.045667137	2.031519092	1.041925541	-0.822859063	5.143520749	3.548887641	3.81010314	5.211098809	4.706209209	3.615504942	5.770309997	4.031299616	-0.822859063	5.306587187	4.567042543	1.290105171	-0.822859063	4.462188834	4.615615425	5.193519802	2.304698603	4.002541344	-0.822859063	4.11292206	-0.822859063	4.125900828	2.031519092	2.797838879	3.345918094	4.045374444	2.131103798	6.054530725	3.477513718	3.161061682	-0.822859063	6.84276656	4.138713303	5.014341162	-0.822859063	-0.822859063	5.143520749	3.345918094	1.654442988	-0.822859063	2.58136404	3.477513718	-0.822859063	-0.822859063	3.226551527	-0.822859063	-0.822859063	-0.822859063	4.11292206	1.796525501	2.934103758	3.194342624	5.014341162	-0.822859063	-0.822859063	-0.822859063	3.054007686	3.126634874	3.987846002	-0.822859063	-0.822859063	4.908125806	-0.822859063	3.677960199	4.834720806	3.345918094	5.463815965	3.194342624	3.548887641	2.934103758
F30	6.856746801	6.390237136	-0.657359134	-0.657359134	4.060327719	1.4556051	3.863440812	4.291400756	3.292134803	5.073625735	-0.657359134	1.819942916	-0.657359134	-0.657359134	2.08640915	-0.657359134	3.056212933	6.503698495	-0.657359134	5.52603971	4.827437799	3.181115183	4.446380051	2.296603727	-0.657359134	5.398146651	3.975603069	1.654275794	2.746863969	4.291400756	1.96202543	5.464136368	1.819942916	6.290577935	3.802259656	4.500127537	6.221903138	-0.657359134	1.96202543	-0.657359134	4.941399469	3.75928849	-0.657359134	4.907161273	5.285440241	4.489606662	1.4556051	5.091164916	3.292134803	5.732118582	-0.657359134	-0.657359134	-0.657359134	1.20742547	-0.657359134	3.802259656	5.031463513	4.316863621	3.056212933	2.470198532	2.805531817	3.902242964	-0.657359134	-0.657359134	5.499427229	-0.657359134	4.618433722	-0.657359134	3.423255235	6.104949896	2.684538505	2.546864414	-0.657359134	-0.657359134	2.746863969	3.099603687	-0.657359134	-0.657359134	4.010358957	1.654275794	3.392051456	2.546864414	-0.657359134	4.724212561	2.296603727	-0.657359134	-0.657359134	2.805531817	1.96202543	3.902242964	-0.657359134	6.028501813	5.142008965	-0.657359134	4.663875434	3.71438757	6.294064992	-0.657359134	2.470198532	2.684538505
F38	7.400642979	6.173669028	3.415288148	-0.781230039	4.28881702	-0.781230039	6.428042975	1.331734195	-0.781230039	-0.781230039	2.073148116	5.551726592	4.242052217	5.012614709	-0.781230039	-0.781230039	4.557618371	5.180477959	-0.781230039	3.657133965	3.613219116	1.083554565	3.329643825	4.128077003	-0.781230039	6.409034867	4.100882941	4.100882941	-0.781230039	3.017318816	4.277329243	3.759159172	2.789582248	5.528853515	5.171068339	4.265707962	1.838154525	1.083554565	2.932342028	-0.781230039	4.747838233	1.530404889	-0.781230039	4.044170368	4.711082901	5.112671793	2.422993509	3.797222759	-0.781230039	-0.781230039	1.083554565	2.932342028	1.696072011	1.083554565	2.346327627	4.154551084	2.5606676	6.831915351	3.903423257	1.530404889	2.172732822	-0.781230039	3.952573199	-0.781230039	-0.781230039	-0.781230039	5.221758757	-0.781230039	2.789582248	-0.781230039	1.530404889	1.331734195	-0.781230039	-0.781230039	2.172732822	-0.781230039	2.5606676	-0.781230039	3.543504483	3.519142742	5.491818479	3.017318816	-0.781230039	4.540004529	-0.781230039	-0.781230039	-0.781230039	2.839467903	4.769259973	-0.781230039	-0.781230039	3.678388751	-0.781230039	-0.781230039	4.557618371	3.920076432	4.87634983	2.263292399	-0.781230039	3.952573199
F43	-0.820279917	4.990044194	3.944997201	-0.820279917	1.044504687	1.491355012	2.034098238	3.830211219	2.89329215	-0.820279917	-0.820279917	5.844940462	-0.820279917	1.044504687	2.936682904	1.292684317	5.914311743	3.960370294	5.541336532	3.574169238	4.737249899	2.89329215	1.044504687	4.758076754	-0.820279917	1.044504687	4.509800352	2.034098238	1.657022133	3.7948406	4.928244133	3.229130673	2.583943186	4.979088182	1.044504687	2.8479329	1.799104647	4.446171442	2.034098238	-0.820279917	4.730210095	2.978268938	-0.820279917	3.319964634	4.811583331	-0.820279917	2.455148077	5.493103425	-0.820279917	1.799104647	-0.820279917	1.799104647	2.133682944	3.12921402	-0.820279917	2.521617722	5.56614016	5.378014008	-0.820279917	-0.820279917	4.398108372	-0.820279917	1.044504687	-0.820279917	-0.820279917	-0.820279917	6.505647274	3.990425148	2.75053237	6.778392786	1.799104647	2.800418025	-0.820279917	4.203002339	4.928244133	-0.820279917	-0.820279917	-0.820279917	4.492030005	-0.820279917	-0.820279917	1.044504687	-0.820279917	5.449332762	1.292684317	-0.820279917	-0.820279917	1.923488367	3.163640828	-0.820279917	4.061833063	4.805049495	-0.820279917	-0.820279917	4.602264326	2.698026873	-0.820279917	5.830939534	-0.820279917	3.528236939
F45	-0.555854556	-0.555854556	3.64066363	-0.555854556	6.100053685	-0.555854556	-0.555854556	5.151255708	3.693938544	6.592419715	5.243513542	-0.555854556	-0.555854556	-0.555854556	2.786043083	1.557109677	4.882619931	6.419644329	-0.555854556	5.805761893	2.488667881	2.648368992	5.577543487	5.545483037	4.502704726	5.451617547	2.187913727	3.924576639	3.282619761	3.39363938	4.791685781	5.892890984	4.145451914	-0.555854556	5.192669494	5.126797137	-0.555854556	5.405853442	2.907036394	-0.555854556	4.747450352	4.443198773	-0.555854556	4.467427699	6.136792979	-0.555854556	-0.555854556	-0.555854556	-0.555854556	-0.555854556	4.430860554	4.632546478	5.589306022	2.398108304	3.744518225	4.502704726	6.650725034	6.18734764	-0.555854556	5.872544402	5.286635286	-0.555854556	-0.555854556	-0.555854556	-0.555854556	-0.555854556	3.524759813	-0.555854556	5.727431212	-0.555854556	3.15771751	4.239935989	-0.555854556	-0.555854556	-0.555854556	-0.555854556	4.326258424	-0.555854556	2.298523599	2.848368546	3.944964705	-0.555854556	-0.555854556	-0.555854556	-0.555854556	-0.555854556	-0.555854556	3.693938544	-0.555854556	-0.555854556	-0.555854556	5.276027921	-0.555854556	4.353452485	1.755780372	1.755780372	-0.555854556	-0.555854556	-0.555854556	3.014957731
F49	-0.531439664	7.043258814	3.637337493	-0.531439664	6.379129833	3.665078523	4.249210547	6.044143211	4.186247189	3.089258277	3.039372623	-0.531439664	-0.531439664	5.278884446	3.549174705	-0.531439664	6.574495608	-0.531439664	-0.531439664	6.960611345	2.513082773	1.33334494	5.870175964	5.677881757	4.455275446	-0.531439664	4.938153632	6.703065417	4.083680853	6.42692231	3.817077191	5.453412158	-0.531439664	6.213903631	3.692070715	5.222863079	-0.531439664	6.255790186	4.983088184	-0.531439664	5.074028122	4.136278426	-0.531439664	4.636458345	-0.531439664	2.422523196	-0.531439664	5.25126601	-0.531439664	-0.531439664	2.931451286	2.322938491	-0.531439664	-0.531439664	-0.531439664	2.322938491	3.692070715	-0.531439664	2.810457975	1.581524569	4.636458345	-0.531439664	3.665078523	-0.531439664	-0.531439664	-0.531439664	2.672783884	3.039372623	6.892454371	-0.531439664	-0.531439664	5.561719597	-0.531439664	5.940063223	-0.531439664	4.816100673	2.322938491	5.22860857	2.931451286	-0.531439664	4.430132701	-0.531439664	-0.531439664	-0.531439664	-0.531439664	-0.531439664	-0.531439664	3.307034653	-0.531439664	-0.531439664	-0.531439664	3.86300949	-0.531439664	3.5794342	1.33334494	4.065515049	4.377867378	-0.531439664	-0.531439664	3.90692434
F51	7.673710736	-0.511208666	-0.511208666	-0.511208666	5.812009209	2.108175898	6.454043354	3.402630871	4.592530519	-0.511208666	3.569405704	6.708766076	-0.511208666	6.88406639	5.067148005	2.108175898	6.194875418	-0.511208666	-0.511208666	6.384750034	4.927265822	5.243094077	5.341777206	4.85349211	-0.511208666	4.697283451	5.127146004	2.34316949	-0.511208666	3.948410124	-0.511208666	-0.511208666	3.599665199	5.40254001	-0.511208666	3.813525856	-0.511208666	-0.511208666	-0.511208666	-0.511208666	4.437551225	3.505993021	-0.511208666	4.625124388	-0.511208666	4.792096242	4.13928247	-0.511208666	-0.511208666	-0.511208666	-0.511208666	-0.511208666	-0.511208666	3.287340189	5.219776204	2.34316949	5.527096094	3.96922253	1.966093385	-0.511208666	3.685309521	-0.511208666	-0.511208666	-0.511208666	1.353575939	-0.511208666	3.438285271	-0.511208666	4.614377374	-0.511208666	-0.511208666	4.238455333	-0.511208666	-0.511208666	3.989610596	3.989610596	-0.511208666	-0.511208666	-0.511208666	-0.511208666	6.847680135	2.764219329	-0.511208666	-0.511208666	-0.511208666	-0.511208666	-0.511208666	-0.511208666	-0.511208666	-0.511208666	-0.511208666	4.988564212	-0.511208666	2.533313772	-0.511208666	-0.511208666	-0.511208666	2.108175898	-0.511208666	4.314191741
F55	6.48061886	4.942039233	-0.921333645	2.87721521	5.035680611	-0.921333645	5.086138459	4.905202655	1.555968405	4.79179892	-0.921333645	5.159431324	-0.921333645	5.87406702	3.51703036	3.711628558	4.451838168	2.649478642	-0.921333645	2.746879172	3.746384446	1.390301284	3.599466301	3.675621068	2.992505891	3.974468803	3.579485617	3.904066762	1.191630589	2.482889458	4.710529603	2.649478642	2.792238422	4.670670457	5.159431324	3.619055566	-0.921333645	-0.921333645	3.128076945	4.677424958	4.663870023	3.095868041	-0.921333645	3.427183211	-0.921333645	4.137225637	1.822434639	2.835629176	-0.921333645	3.729157491	2.420563994	4.578439233	3.763319652	-0.921333645	0.943450959	-0.921333645	4.742573357	6.076013013	1.93304451	3.403400877	2.746879172	1.191630589	4.267067389	1.555968405	-0.921333645	-0.921333645	4.600490843	4.399900923	2.420563994	-0.921333645	3.932825034	3.247443512	-0.921333645	1.390301284	5.002192669	2.955533104	-0.921333645	-0.921333645	4.372884422	1.390301284	4.501210598	2.649478642	-0.921333645	-0.921333645	5.759977186	-0.921333645	-0.921333645	2.032629216	3.275184542	-0.921333645	-0.921333645	5.01187563	-0.921333645	-0.921333645	3.095868041	5.002192669	3.932825034	4.755108776	4.125604356	3.619055566
M7	2.422547564	-0.781675984	3.468117116	-0.781675984	4.664669461	-0.781675984	-0.781675984	4.86312824	2.262846453	4.539558584	-0.781675984	6.168006133	-0.781675984	5.521775146	-0.781675984	4.333046288	4.624680126	-0.781675984	-0.781675984	6.223948182	4.446511501	-0.781675984	-0.781675984	3.414842203	-0.781675984	4.354657069	5.066075644	4.436712305	1.529958944	4.869536464	4.995413276	4.710636956	5.560925473	-0.781675984	3.493726711	4.984084919	7.17470525	-0.781675984	4.782844423	4.140955705	3.566840872	3.868815152	-0.781675984	-0.781675984	5.438552653	4.512542083	1.695626066	-0.781675984	-0.781675984	-0.781675984	3.833444533	-0.781675984	-0.781675984	2.560221655	2.622547118	3.358568567	1.331288249	6.523695499	4.583024791	3.777926114	4.583024791	-0.781675984	3.20224476	-0.781675984	-0.781675984	-0.781675984	3.387101173	3.983601134	2.839021957	-0.781675984	4.59989571	2.975286837	-0.781675984	-0.781675984	3.132163552	-0.781675984	2.072702171	-0.781675984	4.386222025	3.267734605	4.966848066	1.962092299	-0.781675984	-0.781675984	3.59007072	-0.781675984	4.557172425	2.681214966	1.08310862	-0.781675984	-0.781675984	1.695626066	4.375810687	3.235525702	1.529958944	4.436712305	5.646722974	-0.781675984	-0.781675984	5.628947362
M12	1.625024622	5.772753167	-0.852277428	2.489620211	2.35194612	1.891490855	3.564370196	3.958427637	1.260686805	2.610613522	-0.852277428	5.150711368	-0.852277428	-0.852277428	1.012507176	3.519469276	5.801289166	4.963480002	-0.852277428	4.395224998	4.64749545	2.101685432	3.815440662	4.36611086	2.904685393	4.294688367	4.015956078	2.423150566	1.625024622	2.551945674	4.251461757	4.029835552	4.830374265	5.364328673	4.096482462	3.371232951	4.786077241	3.865409425	1.012507176	3.423125267	3.780684775	2.986196889	5.760618568	4.477802841	3.928372783	3.448095353	1.767107136	4.109294937	-0.852277428	-0.852277428	-0.852277428	3.258596436	4.083503694	-0.852277428	2.815935389	4.578263658	3.688111783	5.319802676	1.260686805	4.848774048	4.083503694	-0.852277428	1.012507176	-0.852277428	-0.852277428	-0.852277428	3.973122978	2.904685393	2.815935389	7.557350799	2.489620211	4.206281854	-0.852277428	1.767107136	3.928372783	4.229126937	-0.852277428	-0.852277428	3.780684775	2.101685432	3.815440662	4.325924639	5.546317506	4.240356701	-0.852277428	-0.852277428	3.02458932	3.397515672	2.904685393	-0.852277428	-0.852277428	4.94709067	4.096482462	1.767107136	3.762843088	3.564370196	4.69112287	3.928372783	2.423150566	1.767107136
M15	3.526084117	-0.723708984	3.909253219	-0.723708984	5.124042644	1.753593066	-0.723708984	3.499801395	2.896988958	4.172093464	3.64803772	-0.723708984	-0.723708984	5.134483877	-0.723708984	3.69293864	5.778262954	-0.723708984	-0.723708984	6.146155606	5.058996691	5.274776314	5.637907465	4.952733437	-0.723708984	6.606994051	4.983401281	4.391013288	3.835893114	4.908154264	4.579595924	4.881758802	4.311471092	6.401427823	4.753515024	3.756722211	-0.723708984	5.348706949	2.944503833	-0.723708984	4.130449695	4.881758802	-0.723708984	3.472809203	3.293492702	3.891411533	1.587925944	5.510879979	-0.723708984	-0.723708984	-0.723708984	4.588600938	3.909253219	2.480514564	2.130669171	4.433777687	3.926782152	4.561338913	3.472809203	3.69293864	3.190130552	-0.723708984	2.130669171	-0.723708984	-0.723708984	-0.723708984	2.403848682	4.412624069	4.623831353	-0.723708984	-0.723708984	4.579595924	-0.723708984	-0.723708984	2.618188655	2.618188655	3.977597487	-0.723708984	2.944503833	3.944009107	5.733631366	3.499801395	-0.723708984	-0.723708984	-0.723708984	1.753593066	-0.723708984	4.025955014	3.891411533	-0.723708984	-0.723708984	5.373547804	-0.723708984	1.753593066	4.346338075	2.618188655	5.975679393	3.190130552	-0.723708984	5.204670531
M22	-0.59932993	-0.59932993	3.839034074	-0.59932993	6.541771224	4.134473307	-0.59932993	4.28278305	3.239144387	6.262952404	-0.59932993	-0.59932993	-0.59932993	-0.59932993	2.144438353	3.817317694	4.972132539	6.518465239	-0.59932993	6.663617375	3.772416774	3.384590814	5.993839129	5.464666672	5.85801042	6.202155328	5.683955838	2.804893172	4.134473307	3.481284439	-0.59932993	5.058249938	4.226070476	6.037689779	-0.59932993	5.580310217	-0.59932993	6.154532211	6.30030153	-0.59932993	4.877894078	2.144438353	-0.59932993	5.380935779	5.557456433	-0.59932993	3.65046317	-0.59932993	-0.59932993	-0.59932993	-0.59932993	-0.59932993	-0.59932993	1.513634303	1.87797212	5.464666672	3.54091462	5.089492717	-0.59932993	2.676098064	4.739518479	-0.59932993	5.866531988	-0.59932993	-0.59932993	-0.59932993	5.417048934	4.493304199	3.749186925	-0.59932993	4.526256109	5.333879345	4.296472517	-0.59932993	1.712304998	-0.59932993	-0.59932993	-0.59932993	-0.59932993	3.239144387	3.979122867	4.676462926	-0.59932993	-0.59932993	-0.59932993	-0.59932993	4.782241764	3.450080659	4.18132028	4.992674172	-0.59932993	5.966063072	-0.59932993	-0.59932993	3.021368011	5.101721546	-0.59932993	1.513634303	-0.59932993	4.470717129
M26	-0.576105124	5.312772834	-0.576105124	1.735529805	3.79564158	1.53685911	2.628118424	2.628118424	2.468417314	2.04327944	-0.576105124	-0.576105124	-0.576105124	-0.576105124	2.828117979	-0.576105124	6.375319003	5.665587403	7.595031869	4.771435214	4.538617148	2.16766316	3.53476874	4.249295283	-0.576105124	6.048925471	4.091612967	2.886785827	-0.576105124	4.435136047	4.039015393	4.699687733	2.765792516	6.270838016	-0.576105124	4.516529005	-0.576105124	2.765792516	2.828117979	-0.576105124	3.137466943	1.901196927	-0.576105124	5.195335999	1.28867948	2.04327944	1.28867948	4.822057578	5.34742119	-0.576105124	-0.576105124	-0.576105124	2.377857737	-0.576105124	1.53685911	1.28867948	5.255777353	-0.576105124	1.735529805	3.373388813	5.055758124	-0.576105124	1.735529805	-0.576105124	-0.576105124	-0.576105124	4.410609987	-0.576105124	2.828117979	7.542806189	-0.576105124	3.724267657	-0.576105124	-0.576105124	2.551452542	4.002347674	-0.576105124	-0.576105124	3.724267657	-0.576105124	2.377857737	2.16766316	4.091612967	4.90869181	2.468417314	-0.576105124	3.337734412	2.468417314	-0.576105124	-0.576105124	-0.576105124	6.129978959	3.673687977	1.53685911	2.468417314	4.854435962	3.137466943	1.735529805	-0.576105124	3.79564158
